transitivity,number of components,average degree,diameter,label
0.0027611596870685687,191,2.009765625,25,real
0.003189792663476874,219,1.873046875,23,real
0.00135623869801085,197,2.029296875,18,real
0.006723442402510085,203,2.01171875,18,real
0.0029013539651837525,203,1.939453125,19,real
0.004424778761061947,206,1.931640625,20,real
0.0029835902536051715,211,1.904296875,19,real
0.002551020408163265,165,2.08203125,21,real
0.0028155795401220087,201,1.974609375,21,real
0.0029865604778496766,199,1.91796875,20,real
0.0013321492007104796,192,2.009765625,21,real
0.0027726432532347504,168,2.021484375,18,real
0.003067484662576687,213,1.876953125,23,real
0.0026690391459074734,179,2.029296875,22,real
0.004377431906614786,208,1.947265625,21,real
0.00423728813559322,194,1.99609375,22,real
0.004817987152034261,194,1.900390625,24,real
0.0032804811372334607,210,1.8515625,23,real
0.007022471910112359,194,1.96875,21,real
0.0026702269692923898,199,2.017578125,19,real
0.005615348619560131,191,1.982421875,19,real
0.004527162977867203,202,1.921875,21,real
0.0042775665399239545,221,1.92578125,19,real
0.005371530886302597,193,2.025390625,27,real
0.0015856236786469344,204,1.888671875,21,real
0.001336898395721925,177,2.033203125,22,real
0.004259346900141978,198,1.970703125,21,real
0.004291845493562232,178,2.009765625,22,real
0.002803738317757009,196,1.978515625,20,real
0.0013280212483399733,188,2.029296875,20,real
0.001451378809869376,190,1.955078125,25,real
0.0026917900403768506,183,2.013671875,22,real
0.001454898157129001,200,1.958984375,24,real
0,184,1.9296875,24,real
0.0014457831325301205,173,1.984375,21,real
0.0015511892450879006,208,1.890625,27,real
0.006868131868131868,190,1.984375,22,real
0,195,1.947265625,22,real
0.002962962962962963,179,1.97265625,22,real
0,180,2.091796875,18,real
0.0015864621893178213,221,1.873046875,22,real
0.005836575875486381,179,1.990234375,25,real
0.00430828147438966,196,1.974609375,20,real
0.0015519917227108122,216,1.888671875,22,real
0.005265467310223783,194,2.015625,22,real
0,210,1.998046875,23,real
0.0026690391459074734,187,2.02734375,21,real
0.004524886877828055,212,1.90625,22,real
0.002793296089385475,182,1.9921875,23,real
0.0013345195729537367,199,2.01171875,23,real
0.002916869227029655,202,1.958984375,29,real
0.002770083102493075,206,1.97265625,18,real
0.0030991735537190084,203,1.908203125,22,real
0.0014285714285714286,196,1.955078125,21,real
0.0027472527472527475,189,2.0,23,real
0.0063025210084033615,180,2.095703125,20,real
0.0015544041450777201,190,1.947265625,20,real
0.007898200965335674,192,2.044921875,21,real
0.0013986013986013986,187,2.0078125,20,real
0.004995836802664446,178,2.072265625,21,real
0.005625879043600563,197,1.97265625,24,real
0,204,1.955078125,22,real
0.002957121734844751,200,1.931640625,23,real
0.004113345521023766,181,2.03515625,21,real
0.0015067805123053742,197,1.931640625,20,real
0.0014492753623188406,187,1.9609375,22,real
0.0037422037422037424,169,2.1015625,23,real
0.002926829268292683,217,1.904296875,22,real
0.002745995423340961,196,2.005859375,18,real
0.0028011204481792717,182,2.025390625,22,real
0.005714285714285714,193,1.982421875,20,real
0.0026041666666666665,188,2.0546875,17,real
0.00697350069735007,183,2.009765625,23,real
0.004273504273504274,213,1.939453125,21,real
0,177,1.978515625,23,real
0.005474452554744526,206,1.978515625,21,real
0.0028653295128939827,180,1.978515625,21,real
0.005323868677905945,190,2.0390625,21,real
0.0014563106796116505,178,1.98046875,22,real
0.005865102639296188,187,1.962890625,22,real
0.0026929982046678637,178,2.041015625,22,real
0,180,2.021484375,21,real
0,209,1.923828125,21,real
0.006103763987792472,217,1.890625,21,real
0.002859866539561487,180,1.984375,21,real
0.0028832292167227293,201,1.9609375,22,real
0.0078125,207,1.912109375,21,real
0,175,2.017578125,22,real
0.0032240730789897904,209,1.87109375,21,real
0.0028182245185533112,180,2.00390625,21,real
0.001530612244897959,193,1.921875,22,real
0.002810304449648712,194,1.974609375,20,real
0.005934718100890208,185,1.974609375,20,real
0.002571795970852979,189,2.076171875,18,real
0.005373936408419167,176,2.060546875,21,real
0.004215456674473068,186,1.982421875,20,real
0.006214396685655101,201,1.912109375,27,real
0.003909643788010426,172,2.0703125,20,real
0.001455604075691412,203,1.962890625,21,real
0.0042796005706134095,192,1.98046875,20,real
0.003978779840848806,200,2.013671875,25,real
0.0028776978417266188,186,1.984375,18,real
0.001447178002894356,179,1.986328125,19,real
0.0014436958614051972,203,1.9765625,20,real
0.002621231979030144,165,2.07421875,20,real
0.009664058904739991,185,2.017578125,23,real
0.002779064381658175,199,1.96875,20,real
0.0028503562945368173,229,1.919921875,20,real
0.004702194357366771,206,1.87890625,25,real
0.0026690391459074734,185,2.05078125,22,real
0.003844510892780863,197,2.05859375,26,real
0,205,1.923828125,20,real
0.0013049151805132667,184,2.0546875,26,real
0.0014492753623188406,209,1.919921875,20,real
0.001451378809869376,180,1.982421875,22,real
0.00298804780876494,203,1.896484375,20,real
0.0035870864886408927,195,2.072265625,18,real
0.004205607476635514,181,1.994140625,24,real
0,221,1.845703125,23,real
0,206,1.91015625,23,real
0.0012836970474967907,200,2.05859375,21,real
0.0042452830188679245,182,2.01171875,19,real
0.004139834406623735,188,2.0,21,real
0.006824385805277525,188,2.017578125,19,real
0.006787330316742082,186,2.03125,22,real
0.007630351844001695,181,2.0546875,19,real
0.001488833746898263,205,1.9453125,20,real
0.005876591576885406,200,1.951171875,23,real
0.005788712011577424,216,1.94140625,19,real
0.006883891693437357,176,2.033203125,23,real
0.005641748942172073,192,1.9609375,21,real
0.0012432656444260257,170,2.115234375,20,real
0,207,1.939453125,19,real
0.005113636363636364,231,1.81640625,26,real
0.0014756517461878996,194,1.94140625,23,real
0.001366120218579235,209,1.97265625,19,real
0.0052173913043478265,193,2.044921875,19,real
0.002797202797202797,179,2.013671875,22,real
0.0015625,211,1.884765625,20,real
0.0030643513789581204,210,1.900390625,26,real
0.0031678986272439284,213,1.888671875,21,real
0.004271476032273375,184,1.986328125,22,real
0.006329113924050633,210,1.88671875,22,real
0,207,1.875,22,real
0,191,1.93359375,24,real
0.0014985014985014985,203,1.92578125,27,real
0.0025284450063211127,171,2.083984375,19,real
0.0013623978201634877,179,2.015625,24,real
0.0039946737683089215,166,2.07421875,19,real
0.006717420510523959,206,1.994140625,20,real
0,195,2.01171875,23,real
0.004239284032030146,198,1.97265625,26,real
0.0014278914802475012,181,1.998046875,23,real
0.0028585040495474035,208,1.9453125,25,real
0.0069605568445475635,202,1.95703125,23,real
0.004442250740375123,212,1.931640625,27,real
0.0015236160487557136,187,1.95703125,23,real
0.00466321243523316,204,1.88671875,21,real
0.002838221381267739,184,1.9765625,21,real
0.002866698518872432,207,1.951171875,21,real
0.0028368794326241137,188,1.998046875,21,real
0.010953902327704245,219,1.94921875,22,real
0.0054869684499314125,197,1.984375,21,real
0.006243496357960458,210,1.880859375,22,real
0.00606366851945427,209,1.912109375,18,real
0.002835538752362949,204,1.955078125,22,real
0.0015831134564643799,202,1.8984375,22,real
0.005529953917050691,193,1.9921875,21,real
0.005612722170252572,200,1.970703125,21,real
0.005774783445620789,204,1.962890625,20,real
0.002514668901927913,159,2.12109375,22,real
0,192,1.943359375,22,real
0.0013986013986013986,204,1.970703125,20,real
0.0013175230566534915,183,2.05078125,19,real
0.0014605647517039922,193,1.9765625,20,real
0.006678539626001781,188,2.0234375,19,real
0,185,2.00390625,21,real
0.004707112970711297,219,1.8828125,24,real
0.0014917951268025858,198,1.931640625,22,real
0.005628517823639775,196,1.984375,22,real
0.003837953091684435,205,2.03125,20,real
0.002957121734844751,212,1.939453125,21,real
0.004563894523326572,216,1.89453125,25,real
0.001359311282283643,202,1.99609375,19,real
0.002957121734844751,176,1.978515625,25,real
0,198,1.91015625,25,real
0,192,1.94140625,20,real
0.0015166835187057635,214,1.896484375,27,real
0.0029154518950437317,209,1.93359375,20,real
0.0029688273132112814,201,1.92578125,20,real
0.005689900426742532,197,1.9609375,22,real
0.00141643059490085,161,2.03125,22,real
0,214,1.91796875,19,synthetic
0,204,1.9296875,23,synthetic
0,202,1.994140625,17,synthetic
0.0013921113689095127,201,1.96484375,20,synthetic
0.0027260336210813267,189,2.009765625,23,synthetic
0.004416094210009814,228,1.904296875,20,synthetic
0.0015022533800701052,197,1.953125,19,synthetic
0.003009027081243731,212,1.90625,21,synthetic
0.00529333921482135,188,2.041015625,19,synthetic
0.0030015007503751876,201,1.935546875,22,synthetic
0.00408905043162199,187,2.017578125,23,synthetic
0.002823529411764706,197,1.994140625,20,synthetic
0.005427408412483039,192,2.01171875,20,synthetic
0.005265467310223783,188,2.025390625,19,synthetic
0.00146484375,214,1.939453125,20,synthetic
0.004269449715370019,182,1.974609375,21,synthetic
0,184,2.04296875,21,synthetic
0.004707112970711297,222,1.8671875,25,synthetic
0.004479840716774514,219,1.921875,23,synthetic
0.0026560424966799467,174,2.087890625,20,synthetic
0.005494505494505495,182,2.01171875,21,synthetic
0.0013966480446927375,218,1.94140625,21,synthetic
0.002810304449648712,193,1.966796875,19,synthetic
0.001579778830963665,202,1.87890625,26,synthetic
0,194,1.916015625,22,synthetic
0,191,2.015625,21,synthetic
0,194,1.91015625,23,synthetic
0.0013986013986013986,175,2.01953125,21,synthetic
0.007183908045977011,200,1.978515625,22,synthetic
0,205,1.951171875,21,synthetic
0.0014962593516209476,194,1.94140625,23,synthetic
0,180,1.990234375,29,synthetic
0.011941618752764263,200,2.013671875,22,synthetic
0.0030075187969924814,203,1.89453125,22,synthetic
0.0030257186081694403,204,1.921875,21,synthetic
0.003977021652673442,186,2.0390625,22,synthetic
0.0013458950201884253,180,2.03125,20,synthetic
0,190,2.0078125,21,synthetic
0.002973240832507433,203,1.923828125,22,synthetic
0.003963011889035667,184,2.04296875,19,synthetic
0.004379562043795621,184,1.955078125,21,synthetic
0.004251299008030231,191,1.990234375,21,synthetic
0.0015864621893178213,205,1.900390625,21,synthetic
0.00267379679144385,187,2.029296875,20,synthetic
0,217,1.91015625,22,synthetic
0.002728512960436562,203,1.998046875,23,synthetic
0.006289308176100629,230,1.85546875,22,synthetic
0.004431314623338257,195,1.9453125,24,synthetic
0.005649717514124294,187,1.982421875,24,synthetic
0.004792332268370607,217,1.8828125,20,synthetic
0.0026833631484794273,192,2.0078125,24,synthetic
0,188,1.958984375,23,synthetic
0.006775067750677507,191,2.02734375,20,synthetic
0.0024311183144246355,187,2.123046875,20,synthetic
0.002617801047120419,200,2.01171875,18,synthetic
0.0014367816091954023,200,1.955078125,21,synthetic
0.0029182879377431907,197,1.947265625,21,synthetic
0.002909796314258002,201,1.953125,18,synthetic
0.0030272452068617556,196,1.9453125,22,synthetic
0.003031834259727135,199,1.923828125,19,synthetic
0.002617801047120419,159,2.07421875,21,synthetic
0.001276595744680851,182,2.078125,20,synthetic
0.0013780431786862655,178,2.041015625,24,synthetic
0.0036511156186612576,173,2.109375,19,synthetic
0.0037344398340248964,176,2.091796875,21,synthetic
0.0014903129657228018,192,1.939453125,22,synthetic
0.004424778761061947,198,1.94921875,22,synthetic
0,142,2.12890625,20,synthetic
0.0029140359397765905,202,1.9453125,18,synthetic
0.004400977995110024,194,1.94921875,26,synthetic
0.005988023952095809,199,1.91796875,20,synthetic
0,190,2.0078125,22,synthetic
0.0032397408207343412,208,1.876953125,30,synthetic
0.0044932601098352475,208,1.939453125,19,synthetic
0.005749880210828941,201,1.98828125,21,synthetic
0.002708803611738149,178,2.037109375,19,synthetic
0.0032258064516129032,191,1.900390625,25,synthetic
0.0026869682042095834,193,2.033203125,19,synthetic
0.002771362586605081,192,2.009765625,20,synthetic
0.0028832292167227293,182,1.98046875,23,synthetic
0.003305785123966942,212,1.85546875,21,synthetic
0.0028763183125599234,198,1.962890625,24,synthetic
0.004285714285714286,192,1.97265625,21,synthetic
0.005235602094240838,175,2.06640625,19,synthetic
0.001348314606741573,182,2.068359375,19,synthetic
0.0027272727272727275,197,2.015625,18,synthetic
0.0026954177897574125,198,2.005859375,18,synthetic
0.003084832904884319,208,1.908203125,21,synthetic
0.005050505050505051,191,2.064453125,24,synthetic
0.00424929178470255,198,1.96484375,25,synthetic
0.004405286343612335,209,1.93359375,20,synthetic
0.0014727540500736377,198,1.923828125,20,synthetic
0.0014705882352941176,200,1.943359375,21,synthetic
0.004817987152034261,211,1.884765625,22,synthetic
0.0015392508978963571,199,1.93359375,24,synthetic
0.002677376171352075,185,2.037109375,21,synthetic
0.005507113354749885,191,1.990234375,25,synthetic
0.0028735632183908046,206,1.947265625,20,synthetic
0.004431314623338257,200,1.92578125,22,synthetic
0.002955665024630542,199,1.93359375,21,synthetic
0.005388414907947912,173,2.0625,20,synthetic
0.003076923076923077,216,1.89453125,22,synthetic
0,164,2.060546875,20,synthetic
0.001466992665036675,182,1.98828125,21,synthetic
0.0024291497975708503,187,2.095703125,18,synthetic
0.004513540621865597,202,1.92578125,23,synthetic
0.002997002997002997,185,1.958984375,20,synthetic
0.002559726962457338,182,2.06640625,21,synthetic
0.004899292324442025,208,1.876953125,20,synthetic
0.002718622564567286,183,2.013671875,20,synthetic
0.00408905043162199,202,1.994140625,23,synthetic
0.0028585040495474035,194,1.966796875,21,synthetic
0.00408905043162199,207,1.958984375,21,synthetic
0,213,1.857421875,21,synthetic
0.004157043879907622,200,1.974609375,20,synthetic
0.002823529411764706,181,2.015625,21,synthetic
0.00261210274270788,192,2.044921875,23,synthetic
0.0014800197335964479,194,1.943359375,21,synthetic
0.003867640739149119,190,2.033203125,20,synthetic
0,190,1.966796875,25,synthetic
0.010057471264367816,181,1.97265625,20,synthetic
0,189,1.939453125,23,synthetic
0.0014534883720930232,174,1.994140625,22,synthetic
0.005345211581291759,187,2.04296875,22,synthetic
0.004016064257028112,170,2.044921875,23,synthetic
0.00430416068866571,197,1.984375,22,synthetic
0.00130718954248366,157,2.08984375,21,synthetic
0.004261363636363636,194,1.994140625,21,synthetic
0.008849557522123894,215,1.90625,24,synthetic
0.004227336777829967,197,1.990234375,19,synthetic
0,203,1.904296875,21,synthetic
0.006160164271047228,204,1.916015625,23,synthetic
0.005911330049261084,193,1.94921875,21,synthetic
0.005476951163852123,193,2.009765625,24,synthetic
0.007898894154818325,211,1.8828125,22,synthetic
0.0030211480362537764,200,1.919921875,22,synthetic
0.0057361376673040155,213,1.931640625,19,synthetic
0.00290838584585555,193,1.95703125,23,synthetic
0.0031746031746031746,215,1.8671875,24,synthetic
0.0013992537313432835,205,1.9609375,24,synthetic
0,203,1.97265625,23,synthetic
0.003968253968253968,173,2.056640625,20,synthetic
0.0015353121801432957,181,1.94921875,21,synthetic
0.0026338893766461808,188,2.033203125,19,synthetic
0.002894356005788712,178,1.998046875,23,synthetic
0.0037641154328732747,172,2.09375,18,synthetic
0.00405588102748986,179,2.01953125,17,synthetic
0.0014285714285714286,185,2.005859375,19,synthetic
0.005183585313174946,173,2.0703125,22,synthetic
0.0060882800608828,190,1.93359375,22,synthetic
0.004318618042226488,200,1.962890625,21,synthetic
0.0014785608674223755,189,1.962890625,22,synthetic
0.0014204545454545455,178,1.9921875,25,synthetic
0.0054894784995425435,183,2.01953125,23,synthetic
0.008108108108108109,200,1.994140625,19,synthetic
0,183,2.046875,20,synthetic
0.004107713372889092,187,2.001953125,20,synthetic
0.008141112618724558,193,2.013671875,22,synthetic
0.006091370558375634,198,1.92578125,19,synthetic
0.0042959427207637235,199,1.970703125,19,synthetic
0.004326923076923077,187,1.99609375,20,synthetic
0.0027472527472527475,209,1.98828125,22,synthetic
0.002749770852428964,190,1.994140625,20,synthetic
0.0013761467889908258,194,2.00390625,18,synthetic
0.0029469548133595285,189,1.978515625,24,synthetic
0.003991130820399113,193,2.01171875,19,synthetic
0.0026702269692923898,190,2.037109375,21,synthetic
0.0015731515469323545,216,1.869140625,20,synthetic
0.002894356005788712,214,1.919921875,20,synthetic
0,191,1.9375,22,synthetic
0.0030105368790767687,186,1.953125,22,synthetic
0.004377431906614786,196,1.951171875,21,synthetic
0.0046875,207,1.904296875,24,synthetic
0.004243281471004243,189,2.005859375,20,synthetic
0.0014691478942213516,196,1.962890625,21,synthetic
0.0013531799729364006,182,2.037109375,19,synthetic
0,187,1.9765625,20,synthetic
0.003236245954692557,218,1.8671875,24,synthetic
0.00522420548541576,199,2.048828125,19,synthetic
0.0026845637583892616,179,2.02734375,22,synthetic
0.004589495155532891,198,1.9296875,21,synthetic
0.0014734774066797642,200,1.939453125,20,synthetic
0.0067842605156037995,201,1.970703125,21,synthetic
0.002828854314002829,188,1.982421875,23,synthetic
0.0027359781121751026,183,2.01953125,20,synthetic
0.002742230347349177,207,1.986328125,21,synthetic
0.002890173410404624,176,1.98828125,22,synthetic
0.001477832512315271,195,1.947265625,21,synthetic
0.002705139765554554,195,2.009765625,20,synthetic
0,209,1.923828125,25,synthetic
0.004552352048558422,194,1.94140625,21,synthetic
0.002977667493796526,202,1.923828125,21,synthetic
0.006372809346787042,219,1.86328125,21,synthetic
0.0029585798816568047,201,1.93359375,24,synthetic
0.0036202735317779565,176,2.095703125,19,synthetic
0.002974714923153198,205,1.9296875,22,synthetic
0.005873715124816446,190,1.962890625,26,synthetic
0.003870967741935484,195,2.044921875,19,synthetic
0.0028182245185533112,185,1.994140625,25,synthetic
0,206,1.970703125,29,synthetic
0.0038593481989708405,167,2.095703125,23,synthetic
0.004515805318615153,213,1.91796875,24,synthetic
0.004794885455514118,190,1.90625,23,synthetic
0.004418262150220913,207,1.919921875,21,synthetic
0.001566579634464752,201,1.890625,22,synthetic
0.0014677103718199608,224,1.919921875,21,synthetic
0.0013729977116704805,193,2.001953125,19,synthetic
0.0025,174,2.107421875,20,synthetic
0.004048582995951417,196,1.98046875,23,synthetic
0.004271476032273375,209,1.92578125,22,synthetic
0.005568445475638051,194,2.001953125,19,synthetic
0.001633097441480675,222,1.8359375,20,synthetic
0.00583373845405931,200,1.97265625,20,synthetic
0.004041311180960934,201,2.0,18,synthetic
0.0012381345439537762,165,2.125,18,synthetic
0.006524575902566333,218,1.98828125,19,synthetic
0.007971656333038087,207,2.01171875,19,synthetic
0.0013953488372093023,186,2.0078125,20,synthetic
0.001375515818431912,186,2.013671875,19,synthetic
0.002472187886279357,183,2.08203125,18,synthetic
0.004267425320056899,191,1.978515625,21,synthetic
0.0014077897700610043,170,2.0234375,22,synthetic
0,186,1.9765625,23,synthetic
0,198,1.97265625,23,synthetic
0.001487357461576599,213,1.908203125,20,synthetic
0.0015772870662460567,197,1.912109375,21,synthetic
0.002894356005788712,209,1.9453125,22,synthetic
0.005676442762535478,196,1.986328125,21,synthetic
0.007149666348903718,197,1.970703125,23,synthetic
0.003134796238244514,223,1.884765625,20,synthetic
0.005439709882139619,190,2.015625,21,synthetic
0.002898550724637681,201,1.96484375,21,synthetic
0.00146484375,194,1.9609375,21,synthetic
0,208,1.947265625,25,synthetic
0,167,2.078125,22,synthetic
0.0015,186,1.94140625,22,synthetic
0.006941230911614993,189,2.001953125,21,synthetic
0.002791996277338297,196,2.0,20,synthetic
0.005410279531109108,188,2.00390625,22,synthetic
0.004426955238563699,206,1.927734375,22,synthetic
0,173,2.033203125,22,synthetic
0.0028776978417266188,217,1.93359375,22,synthetic
0.0013786764705882354,198,1.984375,21,synthetic
0,208,1.904296875,21,synthetic
0.004812834224598931,207,1.876953125,24,synthetic
0.002680965147453083,208,1.9921875,19,synthetic
0.0014814814814814814,203,1.9296875,23,synthetic
0.005319148936170213,173,2.06640625,21,synthetic
0.008645533141210375,183,1.998046875,21,synthetic
