transitivity,number of components,average degree,diameter,label
0.002654867256637168,183,2.048828125,20,synthetic
0,178,2.046875,20,synthetic
0.007228915662650603,208,1.943359375,20,synthetic
0.0013761467889908258,177,2.0390625,21,synthetic
0.0045662100456621,200,1.923828125,21,synthetic
0.002696629213483146,199,2.013671875,20,synthetic
0.0031914893617021275,220,1.890625,21,synthetic
0.0027198549410698096,200,2.015625,19,synthetic
0.003161222339304531,245,1.822265625,25,synthetic
0.0015228426395939086,194,1.935546875,25,synthetic
0.0015090543259557343,213,1.896484375,21,synthetic
0.0012875536480686696,187,2.033203125,24,synthetic
0.006019261637239166,192,2.125,16,synthetic
0.0013464991023339318,202,1.986328125,20,synthetic
0.002824858757062147,191,2.001953125,19,synthetic
0.003203416978109984,218,1.865234375,22,synthetic
0.002839564600094652,196,1.990234375,22,synthetic
0,179,1.978515625,21,synthetic
0.0013901760889712697,186,1.998046875,21,synthetic
0.0029182879377431907,178,1.9765625,20,synthetic
0.004335260115606936,201,1.943359375,23,synthetic
0.0013673655423883319,196,2.0078125,21,synthetic
0.0027829313543599257,218,1.94921875,24,synthetic
0.002751031636863824,199,1.99609375,19,synthetic
0.001519756838905775,194,1.943359375,19,synthetic
0.0015174506828528073,214,1.884765625,21,synthetic
0.0028776978417266188,213,1.9453125,20,synthetic
0,178,2.060546875,24,synthetic
0.004172461752433936,208,1.970703125,25,synthetic
0,201,1.880859375,23,synthetic
0,190,2.02734375,19,synthetic
0.004103967168262654,181,2.017578125,21,synthetic
0.0058297706956859695,153,2.17578125,18,synthetic
0.004014272970561998,181,2.015625,19,synthetic
0.0012942191544434857,193,2.033203125,18,synthetic
0.0026797677534613666,177,2.05859375,21,synthetic
0,202,1.896484375,23,synthetic
0,224,1.875,26,synthetic
0.003937007874015748,175,2.080078125,20,synthetic
0.0014756517461878996,198,1.92578125,19,synthetic
0.005086901229334464,172,2.10546875,19,synthetic
0.0013812154696132596,199,1.982421875,21,synthetic
0,212,1.845703125,22,synthetic
0.0013940520446096654,200,1.96484375,22,synthetic
0.0026223776223776225,187,2.05078125,18,synthetic
0.0027063599458728013,182,2.02734375,26,synthetic
0.0030015007503751876,202,1.939453125,21,synthetic
0.001544799176107106,199,1.9296875,21,synthetic
0.0029013539651837525,197,1.951171875,23,synthetic
0,203,1.939453125,27,synthetic
0.001286449399656947,180,2.0546875,19,synthetic
0,234,1.837890625,26,synthetic
0.0013339261894175188,187,2.03125,20,synthetic
0.002553191489361702,198,2.046875,19,synthetic
0.0033407572383073497,203,1.84765625,24,synthetic
0.004026845637583893,185,2.041015625,20,synthetic
0.005684509711037423,214,1.943359375,20,synthetic
0.0028804608737397984,180,2.0,19,synthetic
0,194,1.91796875,25,synthetic
0.0040178571428571425,177,2.037109375,18,synthetic
0.0026327336551118913,192,2.041015625,23,synthetic
0.0029925187032418953,205,1.908203125,31,synthetic
0.0069605568445475635,181,2.001953125,19,synthetic
0.002955665024630542,217,1.92578125,19,synthetic
0,170,2.06640625,24,synthetic
0.003595685177786656,184,2.107421875,19,synthetic
0,198,1.9609375,21,synthetic
0.0014910536779324055,207,1.919921875,20,synthetic
0.0028368794326241137,179,2.0078125,22,synthetic
0,228,1.859375,22,synthetic
0.005398110661268556,187,2.009765625,23,synthetic
0.0031088082901554403,227,1.880859375,19,synthetic
0.0030272452068617556,213,1.90234375,23,synthetic
0.0026338893766461808,181,2.0390625,20,synthetic
0,201,2.05078125,19,synthetic
0,204,1.970703125,21,synthetic
0.0015384615384615385,229,1.859375,23,synthetic
0.0014485755673587638,202,1.947265625,21,synthetic
0.00436046511627907,204,1.953125,20,synthetic
0.0014360938247965534,197,1.95703125,22,synthetic
0.004098360655737705,177,2.04296875,19,synthetic
0.004172461752433936,183,2.005859375,20,synthetic
0.002707581227436823,185,2.03515625,21,synthetic
0.003303964757709251,216,1.861328125,25,synthetic
0.0043457267020762915,217,1.927734375,19,synthetic
0.0031914893617021275,181,1.92578125,21,synthetic
0.0014436958614051972,186,1.986328125,22,synthetic
0.004147465437788019,187,2.0,21,synthetic
0,204,1.876953125,25,synthetic
0.0014299332697807435,180,1.984375,21,synthetic
0.0049261083743842365,167,2.134765625,19,synthetic
0,212,1.91796875,22,synthetic
0.004231311706629055,189,1.97265625,20,synthetic
0.007763975155279503,191,1.921875,25,synthetic
0.00872093023255814,191,1.9765625,20,synthetic
0.0028422548555187117,184,1.990234375,26,synthetic
0,206,1.951171875,21,synthetic
0.005749880210828941,193,1.982421875,22,synthetic
0.005777563793933558,186,1.986328125,21,synthetic
0.0031446540880503146,197,1.89453125,22,synthetic
0.003926701570680628,205,2.015625,22,synthetic
0.004271476032273375,202,1.96875,18,synthetic
0.0026513477684489617,178,2.05859375,21,synthetic
0.0015764582238570678,211,1.888671875,19,synthetic
0.004253308128544423,176,2.013671875,24,synthetic
0.0027637033625057578,200,1.984375,19,synthetic
0.002635046113306983,202,2.017578125,21,synthetic
0,182,1.96875,21,synthetic
0.004407443682664055,177,1.9609375,22,synthetic
0.001403180542563143,184,2.01171875,20,synthetic
0.0013895321908290875,195,1.982421875,19,synthetic
0.004090909090909091,173,2.048828125,18,synthetic
0.0026595744680851063,201,2.01953125,24,synthetic
0.003056546102903719,216,1.919921875,20,synthetic
0.00430416068866571,183,1.998046875,22,synthetic
0.0013876040703052729,168,2.021484375,21,synthetic
0.004201680672268907,194,1.984375,22,synthetic
0.004335260115606936,206,1.9375,20,synthetic
0.002532714225411566,175,2.072265625,22,synthetic
0,207,1.888671875,21,synthetic
0.0036870135190495697,198,2.05078125,17,synthetic
0,177,2.0859375,19,synthetic
0,184,1.97265625,23,synthetic
0.004518072289156626,209,1.91796875,20,synthetic
0.0026749888542131075,193,2.015625,20,synthetic
0.004199720018665422,194,1.982421875,21,synthetic
0,186,2.013671875,24,synthetic
0.0037767519932857744,179,2.091796875,21,synthetic
0.0025762129669386004,203,2.03515625,17,synthetic
0.003938730853391685,178,2.072265625,20,synthetic
0.0013410818059901655,178,2.04296875,21,synthetic
0,174,2.0390625,21,synthetic
0,213,1.8359375,25,synthetic
0.006385696040868455,172,2.09765625,19,synthetic
0.006989748369058714,205,1.974609375,22,synthetic
0.004225352112676056,197,1.994140625,22,synthetic
0.0014367816091954023,198,1.962890625,23,synthetic
0.003937007874015748,187,2.060546875,19,synthetic
0,181,1.955078125,22,synthetic
0.005405405405405406,198,1.98828125,23,synthetic
0.00790722192936215,204,1.904296875,21,synthetic
0.002697841726618705,188,2.0234375,22,synthetic
0.002756086357372531,201,1.97265625,19,synthetic
0,186,2.025390625,20,synthetic
0.004155124653739612,198,1.986328125,20,synthetic
0.0029806259314456036,209,1.935546875,19,synthetic
0.0028804608737397984,194,1.9609375,21,synthetic
0.005970149253731343,180,1.98046875,22,synthetic
0.0015236160487557136,189,1.94140625,22,synthetic
0.003186404673393521,228,1.865234375,21,synthetic
0,186,2.0390625,20,synthetic
